ingredient_name,rating,functions,link
Solvent Black 5,NOT RATED,Functions: Hair Dyeing. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Solvent Blue 35,NOT RATED,Functions: Hair Dyeing. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Solvent Green 3,NOT RATED,Functions: Hair Dyeing. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Solvent Green 7,NOT RATED,"Functions: Colorant, Hair Dyeing. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Solvent Orange 1,NOT RATED,Functions: Hair Dyeing. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Solvent Red 1,NOT RATED,Functions: Hair Dyeing. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Solvent Red 23,NOT RATED,Functions: Hair Dyeing. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Solvent Red 24,NOT RATED,Functions: Colorant. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Solvent Red 3,NOT RATED,Functions: Hair Dyeing. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Solvent Red 49:1,NOT RATED,Functions: Colorant. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Solvent Red 72,NOT RATED,"Functions: Colorant, Hair Dyeing. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Solvent Red 73,NOT RATED,Functions: Hair Dyeing. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Solvent Violet 13,NOT RATED,Functions: Hair Dyeing. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Solvent Yellow 172,NOT RATED,Functions: Hair Dyeing. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Solvent Yellow 18,NOT RATED,Functions: Hair Dyeing. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Solvent Yellow 29,NOT RATED,Functions: Hair Dyeing. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Solvent Yellow 33,NOT RATED,Functions: Hair Dyeing. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Solvent Yellow 44,NOT RATED,Functions: Hair Dyeing. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Solvent Yellow 85,NOT RATED,Functions: Hair Dyeing. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sonchus Oleraceus Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sonchus Oleraceus Juice Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sophocarpine,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sophora Flavescens Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sophora Flavescens Root Extract,NOT RATED,"Functions: Antioxidant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sophora Flavescens Root Powder,NOT RATED,"Functions: Abrasive, Fragrance, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sophora Japonica Branch Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sophora Japonica Bud Extract,NOT RATED,"Functions: Skin Protecting, Soothing. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sophora Japonica Callus Culture Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sophora Japonica Extract,NOT RATED,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sophora Japonica Flower Powder,NOT RATED,"Functions: Antioxidant, Hair Conditioning, Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sophora Japonica Fruit Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sophora Japonica Leaf Extract,NOT RATED,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sophora Japonica Root Extract,NOT RATED,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sophora Microphylla Bark/Leaf Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sophora Tetraptera Flower,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sophronitis Dayana Callus Extract,NOT RATED,"Functions: Hair Conditioning, Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbaria Sorbifolia Bark/Leaf Extract,NOT RATED,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbeth-12 Hexacocoate,NOT RATED,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbeth-150 Hexastearate,NOT RATED,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbeth-160 Tristearate,NOT RATED,Functions: Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbeth-20,NOT RATED,"Functions: Solvent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbeth-20 Beeswax,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbeth-20 Pentaisostearate,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbeth-20 Tetraisostearate,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbeth-222 Hexa(Aminoethyl Ether),NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbeth-2 Beeswax,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbeth-2 Cocoate,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbeth-2 Hexacaprylate/Caprate,NOT RATED,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbeth-2 Hexaisostearate,NOT RATED,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbeth-2 Hexalaurate,NOT RATED,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbeth-2 Hexaoleate,NOT RATED,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbeth-30,NOT RATED,"Functions: Humectant, Solvent, Emulsifier, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbeth-30 Pentaisostearate,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbeth-30 Tetraisostearate,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbeth-30 Tetraoleate Laurate,NOT RATED,Functions: Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbeth-3 Isostearate,NOT RATED,Functions: Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbeth-3 Tristearate,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbeth-40,NOT RATED,"Functions: Humectant, Solvent, Emulsifier, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbeth-40 Hexaoleate,NOT RATED,Functions: Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbeth-40 Pentaisostearate,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbeth-40 Pentaoleate,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbeth-40 Tetraisostearate,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbeth-40 Tetraoleate,NOT RATED,Functions: Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbeth-450 Tristearate,NOT RATED,"Functions: Cleansing Agent, Emulsifier, Surfactant - Foam Boosting, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbeth-4 Tetraoleate,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbeth-5,NOT RATED,"Functions: Emollient, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbeth-50 Hexaoleate,NOT RATED,Functions: Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbeth-50 Pentaisostearate,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbeth-50 Tetraisostearate,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbeth-6,NOT RATED,"Functions: Solvent, Emulsifier, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbeth-60 Tetraoleate,NOT RATED,Functions: Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbeth-60 Tetrastearate,NOT RATED,Functions: Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbeth-6 Beeswax,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbeth-6 Hexastearate,NOT RATED,Functions: Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbeth-6 Laurate,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbeth-6 Tetraoleate,NOT RATED,Functions: Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbeth-7,NOT RATED,"Functions: Emollient, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbeth-8 Beeswax,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbitan Cocoate,NOT RATED,Functions: Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbitan Diisostearate,NOT RATED,Functions: Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbitan Dioleate,NOT RATED,Functions: Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbitan Distearate,NOT RATED,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbitan Fatty Acid Ester,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbitan Oleate Laurylglucoside Crosspolymer,NOT RATED,"Functions: Cleansing, Emulsifier, Surfactant - Foam Boosting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbitan Palmate,NOT RATED,"Functions: Emulsion Stabilizer, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbitan Sesquicaprylate,NOT RATED,"Functions: Skin Conditioning, Cleansing Agent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbitan Sesquistearate,NOT RATED,Functions: Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbitan Theobroma Grandiflorum Seedate,NOT RATED,"Functions: Bleaching, Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbitan Triisostearate,NOT RATED,Functions: Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbitan Trioleate,NOT RATED,Functions: Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbitan Undecylenate,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbityl Acetate,NOT RATED,Functions: Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbityl Dimonium Anisate,NOT RATED,"Functions: Antimicrobial, Buffering, Flavor. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbityl Furfural,NOT RATED,Functions: Antioxidant. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbityl Furfural Palmitate,NOT RATED,Functions: Antioxidant. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbityl Laurate,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbityl Silanediol,NOT RATED,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbityl Vanillinal,NOT RATED,Functions: Antioxidant. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbus Alnifolia Branch/Leaf Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbus Alnifolia Leaf/Stem Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbus Aucuparia Fruit/Leaf Extract,NOT RATED,"Functions: Hair Conditioning, Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbus Aucuparia Fruit Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbus Aucuparia Seed Oil,NOT RATED,"Functions: Anti-Seborrheic, Hair Conditioning, Nail Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbus Commixta Berry Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbus Commixta Berry Oil,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbus Commixta Branch Extract,NOT RATED,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorbus Commixta Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorbus Torminalis Fruit Extract,NOT RATED,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sorghum Bicolor Bran Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorghum Bicolor Leaf/Stem Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sorghum Bicolor Stalk Juice,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Soy Acid,NOT RATED,"Functions: Refatting, Emollient, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Soyalkonium Chloride,NOT RATED,"Functions: Antistatic, Hair Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Soyamide Dea,NOT RATED,"Functions: Emulsion Stabilizer, Cleansing Agent, Emulsifier, Surfactant - Foam Boosting, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Soyamide Dipa Amides,NOT RATED,Functions: Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Soyamidoethyldimonium/Trimonium Hydroxypropyl Hydrolyzed Wheat Protein,NOT RATED,"Functions: Antistatic, Hair Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Soyamidopropalkonium Chloride,NOT RATED,Functions: Antistatic. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Soyamidopropylamine Oxide,NOT RATED,"Functions: Foaming, Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Soyamidopropyl Betaine,NOT RATED,"Functions: Hair Conditioning, Skin Conditioning, Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Soyamidopropyl Dimethylamine,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Soyamidopropyl Ethyldimonium Ethosulfate,NOT RATED,"Functions: Antistatic, Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Soyamine,NOT RATED,"Functions: Antistatic, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Soy Amino Acids,NOT RATED,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Soyaminopropylamine,NOT RATED,Functions: Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Soybean Glycerides,NOT RATED,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Soybean Oil/Ferulate Esters,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Soybean Oil Ethyl Esters,NOT RATED,"Functions: Emollient, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Soybean Oil Glycereth-8 Esters,NOT RATED,Functions: Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Soybean Oil PEG-20 Esters,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Soybean Oil PEG-36 Esters,NOT RATED,"Functions: Emollient, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Soybean Oil PEG-8 Esters,NOT RATED,"Functions: Emollient, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Soybean Oil Polyglyceryl-6 Esters,NOT RATED,"Functions: Skin Conditioning, Emollient, Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Soybean Oil Propylene Glycol Esters,NOT RATED,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Soybean Palmitate,NOT RATED,"Functions: Refatting, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Soybean Peroxidase,NOT RATED,"Functions: Antioxidant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Soy Dihydroxypropyldimonium Glucoside,NOT RATED,Functions: Hair Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Soydimonium Hydroxypropyl Hydrolyzed Wheat Protein,NOT RATED,Functions: Antistatic. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Soyethyldimonium Ethosulfate,NOT RATED,"Functions: Antistatic, Hair Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Soy Hydroxyethyl Imidazoline,NOT RATED,"Functions: Hair Conditioning, Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Soymilk,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Soymilk Extract,NOT RATED,"Functions: Antioxidant, Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Soymilk Isoflavones,NOT RATED,"Functions: Antioxidant, Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Soymilk Powder,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Soy Protein Phthalate,NOT RATED,"Functions: Binding, Emulsion Stabilizer, Hair Fixative, Humectant, Skin Conditioning, Emollient, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Soy Sterol Acetate,NOT RATED,"Functions: Skin Conditioning, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Soy Triethoxysilylpropyldimonium Chloride,NOT RATED,"Functions: Hair Conditioning, Hair Fixative, Hair Waving or Straightening. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Soytrimonium Chloride,NOT RATED,"Functions: Antistatic, Hair Conditioning, Preservative, Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
S-Palmitoylglutathione,NOT RATED,Functions: Antioxidant. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sparassis Crispa Extract,NOT RATED,"Functions: Emulsion Stabilizer, Hair Conditioning, Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sparassis Crispa Ferment Filtrate,NOT RATED,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sparassis Crispa Mycelium/Usnea Longissima Ferment Extract Filtrate,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sparassis Crispa Mycelium Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sparassis Latifolia Powder,NOT RATED,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Spartium Junceum Flower Extract,NOT RATED,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Spathodea Campanulata Flower Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Spatholobus Parviflorus Bark Extract,NOT RATED,Functions: Hair Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Spatholobus Suberectus Callus Extract,NOT RATED,"Functions: Antimicrobial, Antioxidant, Hair Conditioning, Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Spatholobus Suberectus Extract,NOT RATED,"Functions: Antimicrobial, Hair Conditioning, Humectant, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Spatholobus Suberectus Stem Extract,NOT RATED,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
S-Pea Oligopeptide-1 Sp,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Spent Grain Wax,NOT RATED,"Functions: Skin Conditioning, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Speranskia Tuberculata Extract,NOT RATED,"Functions: Antioxidant, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Spergularia Rubra Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Spermidine,NOT RATED,"Functions: Antioxidant, Hair Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Spermidine HCL,NOT RATED,Functions: Hair Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sphacelaria Scoparia Extract,NOT RATED,Functions: Antimicrobial. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sphagneticola Trilobata Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sphagnum Magellanicum Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sphagnum Squarrosum Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sphinganine,NOT RATED,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sphingobacterium Ferment Extract,NOT RATED,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sphingomonas/Panax Ginseng Root Ferment Filtrate,NOT RATED,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Sphingomonas Ferment Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Sphingomyelin,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Spiculisporic Acid,NOT RATED,"Functions: Antimicrobial, Exfoliating, Humectant, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Spider Web Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Spilanthes Acmella Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Spilanthes Acmella Flower Extract,NOT RATED,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Spilanthes Acmella Leaf Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Spinacia Oleracea,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Spinacia Oleracea Leaf Powder,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Spinal Cord Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Spinal Cord Lipids,NOT RATED,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Spinal Lipid Extract,NOT RATED,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Spinochromes,NOT RATED,"Functions: Antioxidant, Hair Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Spiraea Prunifolia Branch/Leaf Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Spiraea Prunifolia Flower,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Spiraea Ulmaria Flower Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Spiraea Ulmaria Flower Water,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Spiraea Ulmaria Leaf Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Spiraea Ulmaria Root Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Spiraeoside,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Spirodela Polyrhiza Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Spirulina Amino Acids,NOT RATED,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Spirulina Maxima Powder,NOT RATED,"Functions: Antioxidant, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Spirulina Platensis Powder,NOT RATED,"Functions: Skin Protecting, UV Absorber. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Spirulina Subsalsa Extract,NOT RATED,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Spleen Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Spleen Hydrolysate,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Spondias Amara Fruit Extract,NOT RATED,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Spondias Mombin Fruit Extract,NOT RATED,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Spondias Mombin Pulp Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Spondias Purpurea Fruit Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Spondias Tuberosa Fruit Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
