ingredient,in_skin_map,in_incidecoder,skin_types,effect,confidence,inci_source,inci_slug,inci_what_it_does,inci_details
seed oil,1,0,dry,good,low,,,,
selaginella involvens extract,1,0,normal,good,medium,,,,
selaginella lepidophylla extr- act,1,0,normal,neutral,low,,,,
selaginella lepidophylla extract,1,0,dry,good,medium,,,,
selaginella tamariscina extract,1,0,normal,good,medium,,,,
selenicereus megalanthus fruit extract,1,0,normal,good,medium,,,,
selenicereus monacanthus bud extract,1,0,normal,good,medium,,,,
selenium,1,0,wrinkle,good,medium,,,,
selenium ; other ingredients,1,0,wrinkle,good,low,,,,
selenium aspartate,1,0,normal,good,medium,,,,
selenium/glycine soja sprout extract,1,0,normal; oily,good,medium,,,,
selenomethionine,1,0,dry; wrinkle,good,low,,,,
self-neutralizing aha blend,1,0,oily; pigmentation,good,low,,,,
self-tanner,1,0,normal,neutral,low,,,,
semen benincasae herb,1,0,normal,neutral,low,,,,
semiaquilegia adoxoides root extract,1,0,normal,good,medium,,,,
sempervivum tectorum extract,1,0,normal,good,medium,,,,
sempervivum tectorum leaf juice,1,0,normal,good,medium,,,,
senecio cannabifolius extract,1,0,dry,good,medium,,,,
senecio vulgaris extract,1,0,normal,good,medium,,,,
senna alata extract,1,0,normal,good,low,,,,
senna garrettiana leaf extract,1,0,dry; normal,good,medium,,,,
sensitive skin,1,0,,neutral,low,,,,
sensitivity,1,0,normal,neutral,low,,,,
sepia extract,1,0,normal,good,medium,,,,
sepiolite extract,1,0,normal,good,medium,,,,
sequoia sempervirens stem extract,1,0,normal,good,medium,,,,
sequoiadendron giganteum callus culture extract,1,0,dry,good,medium,,,,
sequoiadendron giganteum stem extract,1,0,normal,good,medium,,,,
serenoa serrulata extract,1,0,sensitive,good,medium,,,,
serenoa serrulata fruit extract,1,0,normal,good,medium,,,,
serenoa serrulata fruit oil,1,0,normal,good,medium,,,,
serenoa serrulata fruit powder,1,0,normal,good,medium,,,,
serenoa serrulata fruit water,1,0,normal,good,medium,,,,
serica,1,0,dry; normal,good,medium,,,,
serica extract,1,0,normal,good,medium,,,,
serica extract silk extract,1,0,normal,good,low,,,,
serica powder,1,0,normal,good,medium,,,,
serica silk powder poudre de soie,1,0,oily,good,low,,,,
sericin,1,0,dry,good,medium,,,,
sericoside,1,0,normal,good,medium,,,,
serine,1,0,dry; wrinkle,good,medium,,,,
serine lavandula angustifolia oil,1,0,dry,good,low,,,,
serralysin,1,0,dry; normal,good,medium,,,,
serum albumin,1,0,dry; normal,good,medium,,,,
serum protein,1,0,dry; normal,good,medium,,,,
sesame amino acids,1,0,dry,good,medium,,,,
sesame oil,1,0,dry; oily; pigmentation; sensitive; wrinkle,good,medium,,,,
sesame oil polyglyceryl-6 esters,1,0,dry; normal,good,medium,,,,
sesame seed oil,1,0,dry,good,low,,,,
sesame seed oil peg-8 esters,1,0,normal,good,medium,,,,
sesamidopropyl betaine,1,0,normal,good,medium,,,,
sesamidopropylamine oxide,1,0,normal,good,medium,,,,
sesamum indicum,1,0,oily; wrinkle,good,medium,,,,
sesamum indicum meristem cell culture extract,1,0,dry,good,medium,,,,
sesamum indicum oil,1,0,dry,good,low,,,,
sesamum indicum oil unsaponifiables,1,0,dry; normal,good,medium,,,,
sesamum indicum seed,1,0,oily; wrinkle,good,low,,,,
sesamum indicum seed butter,1,0,dry,good,medium,,,,
sesamum indicum seed extract,1,1,dry; wrinkle,good,low,INCI Decoder,sesamum-indicum-seed-extract,,
sesamum indicum seed oil,1,1,dry; normal; oily; pigmentation; sensitive; wrinkle,good,medium,INCI Decoder,sesamum-indicum-seed-oil,,"A goldish to dark yellow emollient plant oil coming from Sesame seeds. Similar to many other plant oils, it contains high amounts of nourishing and moisturizing fatty acids (about 38% of oleic and 48% of linoleic acid ) and is a nice oil to repair and regenerate dry skin. It is rapidly absorbed and gives the skin a soft and gentle feel.   [more]"
sesamum indicum seed powder,1,0,normal,good,medium,,,,
sesamum indicum seedcake extract,1,0,dry; normal,good,medium,,,,
sesamum indicum sprout extract,1,0,dry,good,medium,,,,
sesamum lndicum seed oil,1,0,dry,good,low,,,,
sesbania grandiflora flower extract,1,0,normal,good,medium,,,,
sesqui-c12-16 alkanes,1,0,dry; normal,good,medium,,,,
sesquioctyldodecyl lauroyl glutamate,1,0,dry,good,medium,,,,
sesquioleate,1,0,dry,good,medium,,,,
setaria italica seed extract,1,0,dry; normal,good,medium,,,,
setaria viridis extract,1,0,normal,good,medium,,,,
setaria viridis leaf extract,1,0,normal,good,medium,,,,
seven luxe oils,1,0,dry,good,low,,,,
seven-amino blend,1,0,normal,neutral,low,,,,
sh- oligopeptide-2,1,0,wrinkle,good,low,,,,
sh- polypeptide-9,1,0,wrinkle,good,low,,,,
sh-barley seed extract,1,0,normal,good,medium,,,,
sh-decapeptide-1,1,0,normal,good,medium,,,,
sh-decapeptide-1 sh-oligopeptide-2,1,0,normal,good,medium,,,,
sh-decapeptide-1 sh-oligopeptide-4,1,0,normal,good,medium,,,,
sh-decapeptide-1 sh-polypeptide-1,1,0,normal,good,medium,,,,
sh-decapeptide-1 sh-polypeptide-11,1,0,normal,good,medium,,,,
sh-decapeptide-1 sh-polypeptide-2,1,0,normal,good,medium,,,,
sh-decapeptide-1 sh-polypeptide-9,1,0,normal,good,medium,,,,
sh-decapeptide-1 sr-pineapple stem bromelain,1,0,normal,good,medium,,,,
sh-decapeptide-2,1,0,normal,good,medium,,,,
sh-decapeptide-5 sp,1,0,normal,good,medium,,,,
sh-decapeptide-9,1,0,normal,good,medium,,,,
sh-dna-1,1,0,dry; normal,good,medium,,,,
sh-ds phosphorothioate rna-2 cholesterol,1,0,dry; normal,good,medium,,,,
sh-heptapeptide-1,1,0,normal,good,medium,,,,
sh-heptapeptide-10 sp,1,0,normal,good,medium,,,,
sh-heptapeptide-18,1,0,oily,good,medium,,,,
sh-heptapeptide-2,1,0,normal,good,medium,,,,
sh-heptapeptide-3,1,0,normal,good,medium,,,,
sh-heptapeptide-4 sp trifluoroacetate,1,0,dry; normal,good,medium,,,,
sh-heptapeptide-7 sp,1,0,normal,good,medium,,,,
sh-heptapeptide-9 sp,1,0,normal,good,medium,,,,
sh-hexapeptide-1,1,0,normal,good,medium,,,,
sh-hexapeptide-2,1,0,normal,good,medium,,,,
sh-hexapeptide-3,1,0,normal,good,medium,,,,
sh-hexapeptide-4,1,0,normal,good,medium,,,,
sh-hexapeptide-7 sp,1,0,normal,good,medium,,,,
sh-humanin sp,1,0,dry; normal,good,medium,,,,
sh-nonapeptide-1,1,0,normal,good,medium,,,,
sh-nonapeptide-12,1,0,normal,good,medium,,,,
sh-nonapeptide-2,1,0,normal,good,medium,,,,
sh-nonapeptide-3,1,0,normal,good,medium,,,,
sh-nonapeptide-4,1,0,normal,good,medium,,,,
sh-nonapeptide-5,1,0,normal,good,medium,,,,
sh-octapeptide-2,1,0,normal,good,medium,,,,
sh-octapeptide-6 sp,1,0,normal,good,medium,,,,
sh-oligopeptide-1,1,1,wrinkle,good,medium,INCI Decoder,sh-oligopeptide-1,,"Sh-Oligopeptide-1 is the famous molecule, which is also called  Epidermal Growth Factor  or EGF. Chemically speaking, Growth Factors are largish peptides or smallish proteins , or to put it in another way, medium-length amino acid sequences (EGF consists of 53 amino acids).  Biologically speaking, Growth Factors are cellular signal molecules that can stimulate cell growth, proliferation, healing and/or differentiation.  There are lots of Growth Factors and EGF is just one of them. The topic of ""Growth Factors and skincare"" is a  big, confusing and controversial one and we will try our best to summarize the story for you, including the pros and the cons.  EGF is a special snowflake when it comes to skincare as it was the first Growth Factor that made its way into cosmetic products and it is also the most common one. The American biochemist, Stanley Cohen discovered EGF and was awarded a Noble prize in 1986 for it. As the Noble prize may signify, the molecule is significant and powerful and directly stimulates the proliferation of epidermal cells.  When it comes to Sh-Oligopeptide-1 in a cosmetic product, it has pretty well-established wound healing and skin renewal properties . It might even do more than that. According to a 2012 study on a serum containing barley bioengineered epidermal growth factor , ""clinical evaluations showed statistically significant improvement in the appearance of fine lines and rhytids, skin texture, pore size , and various dyschromatic conditions apparent within the first month of use, and continuing improvement trends for the duration of the study"" (which was 3 months). This all sounds amazing, ""give me some EGF Serum"", we can hear you say! But as we wrote in the intro, the topic is complex and controversial so here are some of the questions that keep coming up around slathering EGF all over our face.  The first and bigg"
sh-oligopeptide-1 nonapeptide-29,1,0,dry; normal,good,medium,,,,
sh-oligopeptide-1 sh-polypeptide-94 dipeptide-35 sh-polypeptide-94 sh-polypeptide-95,1,0,normal,good,medium,,,,
sh-oligopeptide-1 tripeptide-58 hexapeptide-40 decapeptide-41 sr-spider polypeptide-3,1,0,dry; normal,good,medium,,,,
sh-oligopeptide-10,1,0,normal,good,medium,,,,
sh-oligopeptide-11,1,0,normal,good,medium,,,,
sh-oligopeptide-12,1,0,normal,good,medium,,,,
sh-oligopeptide-13,1,0,normal,good,medium,,,,
sh-oligopeptide-14,1,0,normal,good,medium,,,,
sh-oligopeptide-15,1,0,normal,good,medium,,,,
sh-oligopeptide-16,1,0,normal,good,medium,,,,
sh-oligopeptide-17 sp,1,0,normal,good,medium,,,,
sh-oligopeptide-18 sp,1,0,normal,good,medium,,,,
sh-oligopeptide-19 sp,1,0,normal,good,medium,,,,
sh-oligopeptide-2,1,0,wrinkle,good,medium,,,,
sh-oligopeptide-20 sp,1,0,normal,good,medium,,,,
sh-oligopeptide-21 sp,1,0,normal,good,medium,,,,
sh-oligopeptide-22 sp,1,0,normal,good,medium,,,,
sh-oligopeptide-23 sp,1,0,normal,good,medium,,,,
sh-oligopeptide-24 sp,1,0,normal,good,medium,,,,
sh-oligopeptide-25 sp,1,0,normal,good,medium,,,,
sh-oligopeptide-26 sp,1,0,dry; normal,good,medium,,,,
sh-oligopeptide-27 sp,1,0,dry; normal,good,medium,,,,
sh-oligopeptide-28 beta-alanine sh-decapeptide-6 sp,1,0,normal,good,medium,,,,
sh-oligopeptide-33,1,0,normal,good,medium,,,,
sh-oligopeptide-4,1,0,normal,good,medium,,,,
sh-oligopeptide-5,1,0,normal,good,medium,,,,
sh-oligopeptide-5 sp,1,0,dry; normal,good,medium,,,,
sh-oligopeptide-6,1,0,normal,good,medium,,,,
sh-oligopeptide-60,1,0,normal,good,medium,,,,
sh-oligopeptide-7,1,0,dry; normal,good,medium,,,,
sh-oligopeptide-70,1,0,normal,good,medium,,,,
sh-oligopeptide-71,1,0,oily,good,medium,,,,
sh-oligopeptide-72,1,0,normal,good,medium,,,,
sh-oligopeptide-73,1,0,dry,good,medium,,,,
sh-oligopeptide-73 amide acetate,1,0,normal,good,medium,,,,
sh-oligopeptide-73 amide trifluoroacetate,1,0,dry,good,medium,,,,
sh-oligopeptide-74,1,0,normal,good,medium,,,,
sh-oligopeptide-75,1,0,normal,good,medium,,,,
sh-oligopeptide-75 amide,1,0,oily,good,medium,,,,
sh-oligopeptide-75 sh-oligopeptide-1,1,0,normal,good,medium,,,,
sh-oligopeptide-76,1,0,normal,good,medium,,,,
sh-oligopeptide-77,1,0,normal,good,medium,,,,
sh-oligopeptide-79,1,0,normal,good,medium,,,,
sh-oligopeptide-8,1,0,dry; normal,good,medium,,,,
sh-oligopeptide-80,1,0,normal,good,medium,,,,
sh-oligopeptide-81 amide,1,0,dry; oily,good,medium,,,,
sh-oligopeptide-82,1,0,dry; normal,good,medium,,,,
sh-oligopeptide-82 amide,1,0,dry; normal,good,medium,,,,
sh-oligopeptide-83 amide,1,0,dry; normal,good,medium,,,,
sh-oligopeptide-84,1,0,dry; normal,good,medium,,,,
sh-oligopeptide-85 sp,1,0,dry,good,medium,,,,
sh-oligopeptide-86,1,0,normal,good,medium,,,,
sh-oligopeptide-87,1,0,oily,good,medium,,,,
sh-oligopeptide-88,1,0,dry; oily,good,medium,,,,
sh-oligopeptide-9,1,0,dry; normal,good,medium,,,,
sh-oligopeptide-93,1,0,normal,good,medium,,,,
sh-oligopeptide-96 sp,1,0,dry; normal,good,medium,,,,
sh-pentapeptide-1,1,0,normal,good,medium,,,,
sh-pentapeptide-12 sp,1,0,normal,good,medium,,,,
sh-pentapeptide-19,1,0,normal,good,medium,,,,
sh-pentapeptide-2,1,0,normal,good,medium,,,,
sh-pentapeptide-3,1,0,normal,good,medium,,,,
sh-pentapeptide-35,1,0,normal,good,medium,,,,
sh-pentapeptide-38,1,0,normal,good,medium,,,,
sh-pentapeptide-4,1,0,normal,good,medium,,,,
sh-pentapeptide-40,1,0,normal,good,medium,,,,
sh-pentapeptide-5,1,0,normal,good,medium,,,,
sh-pentapeptide-6 sp,1,0,normal,good,medium,,,,
sh-pentapeptide-7,1,0,normal,good,medium,,,,
sh-pentapeptide-8,1,0,normal,good,medium,,,,
sh-pentapeptide-9 sp amide,1,0,dry; normal,good,medium,,,,
sh-polypeptide-1,1,1,wrinkle,good,medium,INCI Decoder,,,
sh-polypeptide-1 nonapeptide-29,1,0,dry; normal,good,medium,,,,
sh-polypeptide-10,1,0,normal,good,medium,,,,
sh-polypeptide-100,1,0,normal,good,medium,,,,
sh-polypeptide-101,1,0,normal,good,medium,,,,
sh-polypeptide-107,1,0,normal,good,medium,,,,
sh-polypeptide-108,1,0,normal; oily,good,medium,,,,
sh-polypeptide-11,1,0,wrinkle,good,medium,,,,
sh-polypeptide-11 dipeptide-35 oligopeptide-91 dipeptide- 19 hexapeptide-40,1,0,normal,good,medium,,,,
sh-polypeptide-110,1,0,normal,good,medium,,,,
sh-polypeptide-111,1,0,normal,good,medium,,,,
sh-polypeptide-113,1,0,normal,good,medium,,,,
sh-polypeptide-12,1,0,normal,good,medium,,,,
sh-polypeptide-120,1,0,normal,good,medium,,,,
sh-polypeptide-121,1,0,sensitive; wrinkle,good,medium,,,,
sh-polypeptide-123,1,0,wrinkle,good,low,,,,
sh-polypeptide-124,1,0,normal,good,medium,,,,
sh-polypeptide-15,1,0,normal,good,medium,,,,
sh-polypeptide-17,1,0,normal,good,medium,,,,
sh-polypeptide-18,1,0,normal,good,medium,,,,
sh-polypeptide-19,1,0,normal,good,medium,,,,
sh-polypeptide-2,1,0,normal,good,medium,,,,
sh-polypeptide-22,1,0,normal,good,medium,,,,
sh-polypeptide-25,1,0,normal,good,medium,,,,
sh-polypeptide-26,1,0,normal,good,medium,,,,
sh-polypeptide-29,1,0,normal,good,medium,,,,
sh-polypeptide-3,1,0,normal,good,medium,,,,
sh-polypeptide-30,1,0,normal,good,medium,,,,
sh-polypeptide-31,1,0,normal,good,medium,,,,
sh-polypeptide-33,1,0,normal,good,medium,,,,
sh-polypeptide-34,1,0,normal,good,medium,,,,
sh-polypeptide-35,1,0,normal,good,medium,,,,
sh-polypeptide-36,1,0,normal,good,medium,,,,
sh-polypeptide-37,1,0,normal,good,medium,,,,
sh-polypeptide-38,1,0,normal,good,medium,,,,
sh-polypeptide-39,1,0,normal,good,medium,,,,
sh-polypeptide-4,1,0,normal,good,medium,,,,
sh-polypeptide-40,1,0,normal,good,medium,,,,
sh-polypeptide-41,1,0,normal,good,medium,,,,
sh-polypeptide-42,1,0,normal,good,medium,,,,
sh-polypeptide-43,1,0,normal,good,medium,,,,
sh-polypeptide-44,1,0,normal,good,medium,,,,
sh-polypeptide-45,1,0,normal,good,medium,,,,
sh-polypeptide-46,1,0,normal,good,medium,,,,
sh-polypeptide-47,1,0,normal,good,medium,,,,
sh-polypeptide-48,1,0,normal,good,medium,,,,
sh-polypeptide-49,1,0,normal,good,medium,,,,
sh-polypeptide-5,1,0,normal,good,medium,,,,
sh-polypeptide-50,1,0,normal,good,medium,,,,
sh-polypeptide-50 sh-polypeptide-56,1,0,normal,good,medium,,,,
sh-polypeptide-51,1,0,normal,good,medium,,,,
sh-polypeptide-53,1,0,normal,good,medium,,,,
sh-polypeptide-54,1,0,normal,good,medium,,,,
sh-polypeptide-55,1,0,normal,good,medium,,,,
sh-polypeptide-56,1,0,normal,good,medium,,,,
sh-polypeptide-56 rh-polypeptide-65,1,0,normal,good,medium,,,,
sh-polypeptide-56 tripeptide-44 rh-polypeptide-7,1,0,normal,good,medium,,,,
sh-polypeptide-56 tripeptide-44 sh-oligopeptide-1,1,0,normal,good,medium,,,,
sh-polypeptide-58,1,0,dry; normal,good,medium,,,,
sh-polypeptide-59,1,0,normal,good,medium,,,,
sh-polypeptide-6,1,0,dry; normal,good,medium,,,,
sh-polypeptide-60,1,0,normal,good,medium,,,,
sh-polypeptide-61,1,0,normal; oily,good,medium,,,,
sh-polypeptide-62,1,0,normal,good,medium,,,,
sh-polypeptide-64,1,0,normal,good,medium,,,,
sh-polypeptide-66,1,0,normal,good,medium,,,,
sh-polypeptide-67,1,0,normal,good,medium,,,,
sh-polypeptide-7,1,0,oily,good,medium,,,,
sh-polypeptide-7 sh-polypeptide-94 sh-polypeptide-95,1,0,normal,good,medium,,,,
sh-polypeptide-70,1,0,normal,good,medium,,,,
sh-polypeptide-71,1,0,normal,good,medium,,,,
sh-polypeptide-74,1,0,normal,good,medium,,,,
sh-polypeptide-75,1,0,normal,good,medium,,,,
sh-polypeptide-76,1,0,normal,good,medium,,,,
sh-polypeptide-77,1,0,normal,good,medium,,,,
sh-polypeptide-78,1,0,normal,good,medium,,,,
sh-polypeptide-8,1,0,dry; normal,good,medium,,,,
sh-polypeptide-80,1,0,normal,good,medium,,,,
sh-polypeptide-82,1,0,normal,good,medium,,,,
sh-polypeptide-85,1,0,normal,good,medium,,,,
sh-polypeptide-86,1,0,normal,good,medium,,,,
sh-polypeptide-89,1,0,dry; normal,good,medium,,,,
sh-polypeptide-9,1,0,wrinkle,good,medium,,,,
sh-polypeptide-90,1,0,dry; normal,good,medium,,,,
sh-polypeptide-91,1,0,dry; normal,good,medium,,,,
sh-polypeptide-92,1,0,normal,good,medium,,,,
sh-polypeptide-93,1,0,normal,good,medium,,,,
sh-polypeptide-94,1,0,normal,good,medium,,,,
sh-polypeptide-95,1,0,normal,good,medium,,,,
sh-polypeptide-98,1,0,normal,good,medium,,,,
sh-polypeptide-98 hexapeptide-40,1,0,dry; normal,good,medium,,,,
sh-polypeptide-99,1,0,normal,good,medium,,,,
sh-tetrapeptide-1,1,0,normal,good,medium,,,,
sh-tetrapeptide-2,1,0,normal,good,medium,,,,
sh-tetrapeptide-38 trifluoroacetate,1,0,normal,good,medium,,,,
sh-tetrapeptide-39,1,0,normal,good,medium,,,,
sh-tetrapeptide-39 acetate,1,0,normal,good,medium,,,,
sh-tripeptide-1,1,0,normal,good,medium,,,,
sh-tripeptide-2,1,0,normal,good,medium,,,,
sh-tripeptide-3,1,0,normal,good,medium,,,,
sh-tripeptide-4,1,0,normal,good,medium,,,,
sh-tripeptide-5,1,0,normal,good,medium,,,,
shale extract,1,0,dry,good,medium,,,,
shark fin extract,1,0,dry; normal,good,medium,,,,
shark lipids,1,0,normal,good,medium,,,,
shark liver oil,1,0,normal,good,medium,,,,
shatavari,1,0,dry; sensitive,good,low,,,,
shatavari root powder°,1,0,dry; sensitive,good,low,,,,
shea,1,0,normal,neutral,low,,,,
shea and cocoa butters,1,0,dry,good,low,,,,
shea and murumuru seed butters,1,0,dry,good,low,,,,
shea butter,1,0,dry; sensitive; wrinkle,good,medium,,,,
shea butter and borage seed oil,1,0,dry,good,low,,,,
shea butter and evening primrose oil,1,0,dry,good,low,,,,
shea butter and jojoba oil,1,0,dry,good,low,,,,
shea butter cetyl esters,1,0,normal,good,medium,,,,
shea butter decyl esters,1,0,normal,good,medium,,,,
shea butter ethyl esters,1,0,dry,good,high,,,,
shea butter from natural origin,1,0,dry,good,low,,,,
shea butter glycereth-8 esters,1,0,dry,good,low,,,,
shea butter glyceride,1,0,dry,good,medium,,,,
shea butter glycerides,1,0,normal,good,medium,,,,
shea butter oleyl esters,1,0,normal,good,medium,,,,
shea butter peg-32 esters,1,0,normal,good,medium,,,,
shea butter peg-8 esters,1,0,dry,good,medium,,,,
shea butter polyglyceryl-3 esters,1,0,normal,good,medium,,,,
shea butter polyglyceryl-4 esters,1,0,dry,good,medium,,,,
shea butter polyglyceryl-6 esters,1,0,dry,good,medium,,,,
shea nilotica,1,0,normal,neutral,low,,,,
sheep adipose stromal cell conditioned media,1,0,normal,good,medium,,,,
sheep milk,1,0,normal,good,medium,,,,
sheep milk yogurt extract,1,0,normal,good,medium,,,,
sheep skin lysate,1,0,dry; normal,good,medium,,,,
sheep umbilical mesenchymal stem cell conditioned media,1,0,normal,good,medium,,,,
shell,1,0,normal,neutral,low,,,,
shellac,1,0,dry,good,medium,,,,
shellac cera,1,0,dry; normal,good,medium,,,,
shellac wax,1,0,normal,good,medium,,,,
shielding skin from digital pollution-induced,1,0,normal,neutral,low,,,,
shikimic acid,1,0,normal,good,medium,,,,
shikimoyl nonapeptide-11,1,0,oily,good,medium,,,,
shilajit,1,0,normal,neutral,low,,,,
shilajit extract,1,0,normal,good,low,,,,
shiso,1,0,normal,neutral,low,,,,
shiso leaf,1,0,normal,neutral,low,,,,
shorea robusta,1,0,normal,neutral,low,,,,
shorea robusta extract,1,0,dry; sensitive,good,low,,,,
shorea robusta leaf extract,1,0,oily,good,medium,,,,
shorea robusta resin extract,1,0,normal,good,medium,,,,
shorea robusta seed butter,1,0,dry; normal,good,medium,,,,
shorea stenoptera seed butter,1,0,dry; normal,good,medium,,,,
"shorea stenoptera seed butter,* caprylic capric triglyceride",1,0,dry,good,low,,,,
shrimp extract,1,0,normal,good,medium,,,,
shrinking the appearance of pores water,1,0,dry,good,low,,,,
sialyllactose,1,0,normal,good,medium,,,,
siam benzoin resinoid,1,0,normal,neutral,low,,,,
sichuan pepper,1,0,normal,neutral,low,,,,
sichuan pepper extract,1,0,dry; sensitive,good,low,,,,
sida cordifolia extract,1,0,normal,good,medium,,,,
sida cordifolia oil,1,0,dry,good,low,,,,
sida cordifolia oil [sesamum indicum seed oil,1,0,dry,good,low,,,,
sida cordifolia root extract,1,0,normal,good,medium,,,,
sida cordifolia root powder,1,0,normal,good,medium,,,,
sida rhombifolia extract,1,0,normal,good,medium,,,,
sideritis syriaca extract,1,0,normal,good,medium,,,,
siegesbeckia orientalis extract,1,0,normal,good,low,,,,
sigesbeckia glabrescens extract,1,0,normal,good,medium,,,,
sigesbeckia orientalis extract,1,1,normal,good,low,INCI Decoder,sigesbeckia-orientalis-extract,,
signal peptide complex,1,0,wrinkle,good,low,,,,
signs of stress,1,0,normal,neutral,low,,,,
silanediol salicylate,1,0,dry; normal,good,medium,,,,
silanetriol,1,0,dry,good,medium,,,,
silanetriol arginate,1,0,dry; normal,good,medium,,,,
silanetriol glutamate,1,0,dry; normal,good,medium,,,,
silanetriol lysinate,1,0,dry; normal,good,medium,,,,
silanetriol melaninate,1,0,normal,good,medium,,,,
silanetriol trehalose ether,1,0,dry; normal,good,medium,,,,
silene colorata extract,1,0,normal,good,medium,,,,
silene seoulensis extract,1,0,normal,good,medium,,,,
silene uniflora flower/leaf extract,1,0,normal,good,medium,,,,
silene velutina extract,1,0,normal,good,medium,,,,
silica,1,0,oily,good,medium,,,,
silica beads and bamboo powder,1,0,oily,good,low,,,,
silica caprylyl silylate,1,0,oily,good,low,,,,
silica cetyl silylate,1,0,oily,good,low,,,,
silica dimethicone silylate,1,0,oily,good,medium,,,,
silica dimethyl silicate,1,0,oily,good,low,,,,
silica dimethyl silyate,1,0,oily,good,low,,,,
silica dimethyl silylate,1,0,oily,good,low,,,,
silica dimethyl silylate; caprylyl glycol,1,0,oily,good,low,,,,
silica dimethyl silytate,1,0,oily,good,low,,,,
silica mercaptopropyl silylate,1,0,normal; oily,good,medium,,,,
silica microsponges,1,0,oily,good,low,,,,
silica powder and java tea extract,1,0,oily,good,low,,,,
silica silylate,1,0,dry,good,medium,,,,
silica treated pigment,1,0,oily,good,low,,,,
silica),1,0,oily,good,low,,,,
"silica,rosmarinus officinalis leaf oil",1,0,oily,good,low,,,,
silicate,1,0,oily,good,medium,,,,
silicathe list of ingredients is subject to change,1,0,oily,good,low,,,,
silicon dioxide,1,0,,neutral,low,,,,
silicone dioxide,1,0,,neutral,low,,,,
silicone dioxide extract,1,0,dry; sensitive,good,low,,,,
silicone quaternium-16,1,0,normal,good,medium,,,,
silicone quaternium-18,1,0,dry,good,medium,,,,
silicone quaternium-20,1,0,normal,good,medium,,,,
silicone quaternium-21,1,0,dry,good,medium,,,,
silicone quaternium-25,1,0,dry; normal,good,medium,,,,
silicone quaternium-26,1,0,dry; normal,good,medium,,,,
silicone quaternium-8,1,0,,neutral,low,,,,
silicone wrap,1,0,,neutral,low,,,,
silicone wrap extract,1,0,dry; sensitive,good,low,,,,
silicones,1,0,,neutral,low,,,,
silk extract,1,0,normal,good,medium,,,,
silk powder,1,0,oily,good,medium,,,,
silk protein,1,0,dry; wrinkle,good,medium,,,,
silk tree extract,1,0,normal,good,low,,,,
silkworm chrysalis extract,1,0,dry,good,medium,,,,
silkworm chrysalis oil,1,0,dry,good,medium,,,,
silkworm cocoon extract,1,0,dry,good,medium,,,,
silkworm extract,1,0,normal,good,medium,,,,
silkworm lipids,1,0,normal,good,medium,,,,
silkworm r-sleeping chironomid polypeptide-1/r-sleeping chironomid polypeptide-2,1,0,dry; normal,good,medium,,,,
silkworm rh-oligopeptide-2,1,0,normal,good,medium,,,,
silkworm rh-polypeptide-47,1,0,dry; normal,good,medium,,,,
silkworm rh-polypeptide-69,1,0,dry; normal,good,medium,,,,
silkworm sh-oligopeptide-1,1,0,normal,good,medium,,,,
silkworm sh-oligopeptide-2,1,0,normal,good,medium,,,,
silkworm sh-polypeptide-47,1,0,dry; normal,good,medium,,,,
silkworm sh-polypeptide-69,1,0,dry; normal,good,medium,,,,
siloxanetriol alginate,1,0,normal,good,medium,,,,
siloxanetriol phytate,1,0,normal,good,medium,,,,
silt,1,0,dry; oily,good,medium,,,,
silver borosilicate,1,0,normal,good,medium,,,,
silver carboxymethylalaninate,1,0,oily,good,medium,,,,
silver citrate,1,0,,neutral,low,,,,
silver copper zeolite,1,0,oily,good,medium,,,,
silver ear mushroom,1,0,,neutral,low,,,,
silver hydroxide,1,0,normal,good,medium,,,,
silver methylmercaptopyrimidine,1,0,normal,good,medium,,,,
silver plated iron,1,0,,neutral,low,,,,
silver tip white tea leaf extract,1,0,sensitive; wrinkle,good,medium,,,,
silver-plated iron,1,0,,neutral,low,,,,
silybin,1,0,normal,good,medium,,,,
silybin maltoside,1,0,normal,good,medium,,,,
silybum marianum callus extract,1,0,dry; normal,good,medium,,,,
silybum marianum ethyl ester,1,0,normal,good,medium,,,,
silybum marianum extract,1,0,pigmentation; sensitive; wrinkle,good,medium,,,,
silybum marianum fruit extract,1,0,pigmentation; sensitive; wrinkle,good,medium,,,,
silybum marianum powder,1,0,normal,good,medium,,,,
silybum marianum seed extract,1,0,normal,good,medium,,,,
silybum marianum seed oil,1,0,oily; pigmentation; sensitive; wrinkle,good,medium,,,,
simethicone,1,0,dry,good,low,,,,
simmondsia chinensis,1,0,dry; sensitive; wrinkle,good,medium,,,,
simmondsia chinensis butter,1,1,dry; oily,good,medium,INCI Decoder,simmondsia-chinensis-butter,,
simmondsia chinensis butter jojoba butter,1,0,dry,good,low,,,,
simmondsia chinensis huile de graine,1,0,dry; sensitive; wrinkle,good,low,,,,
simmondsia chinensis leaf extract,1,0,dry,good,medium,,,,
simmondsia chinensis meal extract,1,0,dry; normal,good,medium,,,,
simmondsia chinensis oil,1,0,dry; oily,good,high,,,,
simmondsia chinensis oil jojoba seed oil,1,0,dry,good,low,,,,
simmondsia chinensis seed cera,1,0,dry; normal,good,medium,,,,
simmondsia chinensis seed extract,1,1,dry; oily,good,high,INCI Decoder,simmondsia-chinensis-seed-extract,,
simmondsia chinensis seed oil,1,0,dry; sensitive; wrinkle,good,medium,,,,
simmondsia chinensis seed oil jojoba seed oil,1,0,dry,good,low,,,,
